Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
187,James Harden,PG,33,PHI,57,57,37,6.4,14.6,0.441,2.8,7.2,0.386,3.6,7.3,0.495,0.537,5.5,6.3,0.866,0.7,5.4,6.1,10.8,1.2,0.5,3.4,1.9,21.1,hardeja01
188,Jaden Hardy,SG,20,DAL,46,3,14.4,2.9,6.5,0.439,1.3,3.1,0.415,1.6,3.5,0.459,0.537,1.4,1.7,0.818,0.2,1.5,1.7,1.3,0.4,0.2,1,1.4,8.4,hardyja02
189,Ron Harper Jr.,SF,22,TOR,7,0,3.1,0.6,1.3,0.444,0.3,0.7,0.4,0.3,0.6,0.5,0.556,0,0,,0.3,0.1,0.4,0.3,0,0.1,0,0.1,1.4,harpero02
190,Montrezl Harrell,C,29,PHI,54,7,11.8,2.1,3.5,0.595,0,0.1,0,2.1,3.4,0.608,0.595,1.1,1.6,0.69,1.1,1.5,2.6,0.6,0.3,0.5,0.6,1.4,5.3,harremo01
191,Gary Harris,SG,28,ORL,48,42,24.7,2.9,6.4,0.45,2,4.5,0.431,0.9,1.9,0.494,0.603,0.6,0.6,0.9,0.4,1.6,2,1.2,0.9,0.3,0.6,1.9,8.3,harriga01
192,Joe Harris,SG,31,BRK,73,33,20.7,2.7,6,0.459,1.9,4.5,0.429,0.8,1.5,0.551,0.62,0.2,0.3,0.6,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,harrijo01
193,Kevon Harris,SG,25,ORL,31,0,12.4,1.1,2.7,0.41,0.4,1,0.367,0.7,1.7,0.434,0.476,0.7,0.9,0.815,0.8,1.1,1.9,0.4,0.5,0.1,0.5,1.4,3.3,harrike01
194,Tobias Harris,PF,30,PHI,73,73,33,5.7,11.5,0.501,1.7,4.4,0.389,4,7.1,0.57,0.575,1.5,1.7,0.874,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2,14.7,harrito02
195,Shaquille Harrison,SG,29,POR,3,0,23,2.3,5.7,0.412,0.7,1.7,0.4,1.7,4,0.417,0.471,1.7,2.7,0.625,0,4,4,3.7,1.7,0,1,2.3,7,harrish01
196,Josh Hart,SF-SG,27,TOT,74,52,32.4,3.6,6.8,0.535,0.8,2.2,0.381,2.8,4.6,0.606,0.595,1.7,2.3,0.746,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,hartjo01
196,Josh Hart,SF,27,POR,51,51,33.4,3.6,7.1,0.504,0.7,2.2,0.304,2.9,4.9,0.594,0.551,1.7,2.3,0.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,hartjo01
196,Josh Hart,SG,27,NYK,23,1,30,3.7,6.1,0.614,1.2,2.1,0.563,2.6,4,0.641,0.711,1.7,2.2,0.78,1.9,5,6.9,3.7,1.4,0.5,1.5,2.5,10.3,hartjo01
197,Isaiah Hartenstein,C,24,NYK,80,7,19.8,2.1,4,0.536,0.1,0.5,0.216,2,3.5,0.578,0.549,0.6,0.9,0.676,2.6,4,6.6,1.2,0.7,0.8,0.8,2.6,5,harteis01
198,Udonis Haslem,C,42,MIA,6,1,7.7,0.2,2,0.083,0,0.3,0,0.2,1.7,0.1,0.083,0.2,0.3,0.5,0.7,0.7,1.3,0,0.2,0.2,0,1.3,0.5,hasleud01
199,Sam Hauser,PF,25,BOS,78,6,15.6,2.1,4.7,0.442,1.6,4,0.408,0.4,0.7,0.636,0.615,0.2,0.2,0.706,0.4,2.1,2.5,0.8,0.4,0.3,0.3,1.2,5.9,hausesa01
200,Jaxson Hayes,C,22,NOP,47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,0.561,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5,hayesja02
201,Killian Hayes,PG,21,DET,74,54,28,3.9,10.5,0.373,1,3.7,0.273,2.9,6.9,0.426,0.42,1.1,1.3,0.804,0.3,2.5,2.8,6.2,1.4,0.4,2.3,2.9,9.9,hayeski01
202,Gordon Hayward,SF,32,CHO,50,50,31.5,5.5,11.6,0.475,1,3.2,0.325,4.5,8.4,0.532,0.52,2.6,3.2,0.811,0.7,3.6,4.3,4.1,0.8,0.2,2,1.4,14.7,haywago01
203,Juancho Hernangómez,PF,27,TOR,42,10,14.6,1.1,2.7,0.421,0.4,1.6,0.254,0.7,1.1,0.66,0.496,0.2,0.4,0.563,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1,2.9,hernaju01
204,Willy Hernangómez,C,28,NOP,38,2,12.1,2.3,4.4,0.527,0.1,0.3,0.273,2.3,4.2,0.544,0.536,2.1,2.7,0.779,1.5,3.2,4.7,0.9,0.4,0.3,1,1.7,6.9,hernawi01
205,Tyler Herro,SG,23,MIA,65,65,35.3,7.4,16.8,0.439,3,8.1,0.375,4.3,8.6,0.499,0.53,2.5,2.7,0.932,0.4,5,5.5,4.2,0.8,0.2,2.4,1.6,20.3,herroty01
206,Buddy Hield,SF,30,IND,78,73,31.2,5.9,13.1,0.455,3.6,8.5,0.421,2.4,4.6,0.517,0.591,1.3,1.6,0.824,0.8,4.1,5,2.8,1.2,0.3,1.7,2,16.8,hieldbu01
207,Haywood Highsmith,SF,26,MIA,51,9,17.5,1.7,3.9,0.429,0.7,2,0.35,1,1.9,0.516,0.52,0.2,0.5,0.462,1,2.4,3.3,0.7,0.7,0.3,0.7,1.5,4.3,highsha01
208,George Hill,PG,36,TOT,44,1,18,1.6,3.5,0.455,0.6,2,0.322,1,1.5,0.627,0.545,0.9,1.1,0.76,0.3,1.5,1.8,2.3,0.6,0.1,0.7,1.2,4.7,hillge01
208,George Hill,PG,36,MIL,35,0,19.1,1.7,3.8,0.447,0.7,2.1,0.311,1,1.7,0.621,0.534,1,1.3,0.739,0.4,1.5,1.9,2.5,0.5,0.1,0.8,1.2,5,hillge01
208,George Hill,PG,36,IND,9,1,14,1.2,2.4,0.5,0.6,1.4,0.385,0.7,1,0.667,0.614,0.4,0.4,1,0.1,1.4,1.6,1.4,0.7,0.3,0.6,1.1,3.4,hillge01
209,Malcolm Hill,SF,27,CHI,5,0,1.8,0.4,0.8,0.5,0.2,0.6,0.333,0.2,0.2,1,0.625,0,0,,0,0.6,0.6,0,0,0,0,0.2,1,hillma01
210,Aaron Holiday,PG,26,ATL,61,5,13.3,1.5,3.4,0.428,0.6,1.4,0.422,0.9,2,0.432,0.512,0.4,0.5,0.844,0.4,0.8,1.2,1.4,0.6,0.2,0.5,1.3,3.9,holidaa01
211,Jrue Holiday,PG,32,MIL,67,65,32.6,7.3,15.3,0.479,2.4,6.1,0.384,5,9.1,0.542,0.556,2.3,2.6,0.859,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,holidjr01
212,Justin Holiday,SG,33,TOT,44,2,14.9,1.6,4.2,0.38,1,3,0.333,0.6,1.2,0.5,0.5,0.1,0.2,0.714,0.1,1,1.1,0.9,0.4,0.4,0.5,1.4,4.3,holidju01
212,Justin Holiday,SG,33,ATL,28,0,14.7,1.7,4.5,0.384,1.1,3.1,0.345,0.6,1.4,0.474,0.504,0,0,,0.1,0.8,0.8,0.9,0.2,0.4,0.4,1.3,4.5,holidju01
212,Justin Holiday,SG,33,DAL,16,2,15.4,1.4,3.7,0.373,0.9,2.8,0.311,0.5,0.9,0.571,0.492,0.3,0.4,0.714,0.1,1.4,1.5,0.8,0.7,0.5,0.6,1.6,3.9,holidju01
213,Richaun Holmes,C,29,SAC,40,1,8.1,1.3,1.9,0.658,0.1,0.2,0.667,1.2,1.8,0.657,0.684,0.4,0.5,0.789,0.7,1.2,1.9,0.2,0.1,0.3,0.4,1.2,3,holmeri01
214,Al Horford,C,36,BOS,62,62,30.6,3.6,7.6,0.476,2.3,5.1,0.447,1.3,2.5,0.536,0.626,0.2,0.3,0.714,1.2,5,6.2,3,0.5,0.9,0.6,1.9,9.8,horfoal01
215,Talen Horton-Tucker,SG,22,UTA,65,20,20.2,4,9.4,0.419,0.9,3.1,0.286,3.1,6.3,0.485,0.467,1.9,2.6,0.75,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,hortota01
216,Danuel House Jr.,SF,29,PHI,53,4,13.7,1.5,3.2,0.482,0.7,1.9,0.356,0.9,1.3,0.667,0.588,0.6,0.9,0.702,0.2,1.4,1.6,0.7,0.2,0.2,0.4,1.2,4.4,houseda01
217,Caleb Houstan,SF,20,ORL,48,2,15,1.2,3.2,0.361,0.8,2.4,0.33,0.4,0.8,0.45,0.484,0.2,0.3,0.846,0.6,1.3,2,0.5,0.2,0.1,0.3,1.3,3.4,houstca01
218,Trevor Hudgins,PG,23,HOU,5,0,5.6,0.4,1.8,0.222,0.4,1.6,0.25,0,0.2,0,0.333,0.6,0.6,1,0,0,0,0.6,0,0,0.2,0.2,1.8,hudgitr01
219,Kevin Huerter,SG,24,SAC,74,74,29.5,5.6,11.6,0.484,2.7,6.8,0.401,2.9,4.7,0.604,0.603,1.3,1.8,0.725,0.6,2.8,3.4,2.9,1.1,0.3,1.3,2.4,15.2,huertke01
220,Jay Huff,C,24,WAS,6,0,12,1.8,3,0.611,0.8,1.7,0.5,1,1.3,0.75,0.75,1.8,2,0.917,0.7,2.2,2.8,1.3,0.5,0.5,0.5,1.7,6.3,huffja01
221,De'Andre Hunter,SF,25,ATL,65,65,32,5.7,12.3,0.459,1.5,4.3,0.351,4.2,8,0.516,0.52,2.6,3.1,0.823,0.7,3.6,4.3,1.4,0.5,0.3,1.2,3,15.4,huntede01
222,Bones Hyland,PG,22,TOT,54,1,19.4,4.1,10.2,0.401,2.1,5.6,0.378,1.9,4.5,0.429,0.505,1.6,1.9,0.84,0.4,1.9,2.3,3.1,0.7,0.3,1.5,1.7,11.8,hylanbo01
222,Bones Hyland,PG,22,DEN,42,1,19.5,4.1,10.3,0.399,2.2,5.7,0.378,2,4.6,0.425,0.503,1.7,2,0.866,0.2,1.8,2,3,0.7,0.3,1.6,1.6,12.1,hylanbo01
222,Bones Hyland,PG,22,LAC,12,0,18.8,3.9,9.6,0.409,2,5.3,0.381,1.9,4.3,0.442,0.513,1.1,1.5,0.722,0.8,2.4,3.2,3.5,0.8,0.2,1.1,2.3,10.9,hylanbo01
223,Serge Ibaka,C,33,MIL,16,0,11.6,1.6,3.4,0.481,0.4,1.1,0.333,1.3,2.3,0.556,0.537,0.5,0.8,0.615,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,ibakase01
224,Andre Iguodala,SF,39,GSW,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1,0.5,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,iguodan01
225,Joe Ingles,SF,35,MIL,45,0,22.8,2.4,5.4,0.437,1.8,4.5,0.413,0.5,1,0.545,0.606,0.4,0.5,0.857,0.3,2.5,2.8,3.2,0.7,0.1,1.2,1.6,7,inglejo01
226,Brandon Ingram,SF,25,NOP,43,43,33.9,8.9,18.4,0.482,1.5,3.7,0.399,7.4,14.7,0.503,0.522,5.2,6,0.875,0.4,4.8,5.3,5.8,0.7,0.4,3.2,2.6,24.5,ingrabr01
227,Kyrie Irving,PG,30,TOT,60,60,37.4,9.9,20.1,0.494,3.1,8.3,0.379,6.8,11.8,0.574,0.572,4.1,4.6,0.905,1,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,irvinky01
227,Kyrie Irving,PG,30,BRK,40,40,37,10,20.5,0.486,3.3,8.7,0.374,6.7,11.8,0.569,0.565,4,4.5,0.883,1,4.2,5.1,5.3,1,0.8,2.3,2.7,27.1,irvinky01
227,Kyrie Irving,PG,30,DAL,20,20,38.2,9.8,19.2,0.51,2.9,7.4,0.392,6.9,11.8,0.585,0.586,4.5,4.7,0.947,1.1,4,5,6,1.3,0.6,1.9,2.8,27,irvinky01
228,Jonathan Isaac,PF,25,ORL,11,0,11.3,2,4.8,0.415,0.5,1.4,0.4,1.5,3.5,0.421,0.472,0.5,0.8,0.556,1.4,2.6,4,0.5,1.3,0.4,0.4,0.5,5,isaacjo01
229,Jaden Ivey,SG,20,DET,72,71,30.9,5.5,13.1,0.417,1.6,4.7,0.343,3.9,8.4,0.457,0.478,3.6,4.8,0.746,1,2.9,3.9,5.2,0.8,0.2,3.2,3.2,16.1,iveyja01
230,Frank Jackson,PG,24,UTA,1,0,5,0,3,0,0,1,0,0,2,0,0,0,0,,1,1,2,1,0,0,0,0,0,jacksfr01
231,Isaiah Jackson,C,21,IND,61,10,16.2,2.8,5,0.566,0,0.2,0.143,2.8,4.7,0.587,0.57,1.5,2.3,0.647,1.7,2.6,4.4,0.8,0.5,1.4,0.8,2.4,7.1,jacksis01
232,Jaren Jackson Jr.,C,23,MEM,62,62,28.4,6.5,13,0.502,1.5,4.5,0.344,5,8.5,0.585,0.562,3.8,4.8,0.785,1.7,5.1,6.8,0.9,1,3,1.7,3.6,18.3,jacksja02
233,Justin Jackson,SF,27,BOS,23,0,4.7,0.3,1.2,0.259,0.2,0.9,0.25,0.1,0.3,0.286,0.352,0,0.1,0.5,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,jacksju01
234,Quenton Jackson,PG,24,WAS,7,0,11.4,1.4,3.7,0.385,0.1,1.3,0.111,1.3,2.4,0.529,0.404,1.4,1.4,1,0.3,0.4,0.7,1.1,0.3,0.1,0.1,0.7,4.4,jacksqu01
235,Reggie Jackson,PG,32,TOT,65,39,24.3,3.8,9.3,0.409,1.4,4.1,0.338,2.4,5.1,0.465,0.484,1,1.1,0.905,0.4,1.7,2.1,3.4,0.7,0.1,1.7,1.7,10,jacksre01
235,Reggie Jackson,PG,32,LAC,52,38,25.7,4.1,9.8,0.418,1.5,4.2,0.35,2.6,5.6,0.469,0.493,1.2,1.3,0.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,jacksre01
235,Reggie Jackson,PG,32,DEN,13,1,18.5,2.5,6.9,0.356,1.1,3.8,0.286,1.4,3.2,0.439,0.433,0.5,0.6,0.75,0.2,1.2,1.4,2.8,0.5,0.1,1.2,1.4,6.5,jacksre01
236,LeBron James,PF,38,LAL,53,52,35.7,11.1,22.2,0.502,2.1,6.7,0.309,9.1,15.5,0.586,0.549,4.7,6.1,0.768,1.2,7.2,8.4,6.8,0.9,0.6,3.2,1.6,29,jamesle01
237,Ty Jerome,SG,25,GSW,45,2,18.1,2.6,5.4,0.488,0.8,2,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3,0.5,0.1,0.7,1.4,6.9,jeromty01
238,Isaiah Joe,SG,23,OKC,72,10,19.1,3.1,6.9,0.445,2.2,5.3,0.41,0.9,1.6,0.563,0.604,1.1,1.4,0.816,0.4,2,2.4,1.2,0.6,0.1,0.5,1.4,9.4,joeis01
239,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.5,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8,1.8,johnsal02
240,Cameron Johnson,PF,26,TOT,41,40,28.5,5.3,11.2,0.471,2.5,6.1,0.406,2.8,5.1,0.548,0.582,2.4,2.9,0.838,0.8,3.6,4.4,1.9,1.1,0.3,0.9,2,15.4,johnsca02
240,Cameron Johnson,PF,26,PHO,17,16,25.2,4.8,10.2,0.474,2.6,5.8,0.455,2.2,4.4,0.5,0.604,1.6,1.9,0.818,0.8,3,3.8,1.5,0.9,0.4,0.6,1.7,13.9,johnsca02
240,Cameron Johnson,PF,26,BRK,24,24,30.8,5.6,11.9,0.469,2.4,6.3,0.375,3.2,5.6,0.575,0.568,3,3.5,0.845,0.7,4.1,4.8,2.1,1.3,0.3,1.1,2.3,16.5,johnsca02
241,Jalen Johnson,SF,21,ATL,68,6,14.8,2.2,4.5,0.49,0.4,1.4,0.286,1.8,3,0.587,0.536,0.7,1.1,0.649,0.8,3.3,4,1.1,0.5,0.4,0.6,1.6,5.5,johnsja05
242,James Johnson,PF,35,IND,16,1,8.6,1,2.4,0.421,0.2,0.8,0.231,0.8,1.6,0.52,0.461,0.3,0.5,0.5,0.1,1.3,1.4,0.7,0.3,0.4,0.3,1.8,2.4,johnsja01
243,Keldon Johnson,SF,23,SAS,62,62,32.8,8,17.6,0.453,2.1,6.4,0.333,5.8,11.1,0.522,0.514,3.9,5.2,0.747,0.9,4.2,5,2.9,0.7,0.2,2.1,2,22,johnske04
244,Keon Johnson,SG,20,POR,40,0,10.4,1.7,4.5,0.376,0.7,2,0.346,1,2.4,0.402,0.455,0.7,1,0.659,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,johnske07
245,Stanley Johnson,SF,26,SAS,30,0,15.6,2.2,4.1,0.533,0.6,1.3,0.45,1.6,2.7,0.573,0.607,0.9,1.3,0.667,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,johnsst04
246,Nikola Jokić,C,27,DEN,68,68,33.8,9.5,15,0.633,0.8,2.2,0.385,8.6,12.8,0.675,0.661,5,6.1,0.821,2.5,9.4,11.9,9.8,1.3,0.7,3.6,2.5,24.8,jokicni01
247,Carlik Jones,PG,25,CHI,5,0,5.8,0.2,1.4,0.143,0,0.2,0,0.2,1.2,0.167,0.143,0.2,0.8,0.25,0.2,0.4,0.6,0.4,0,0,0.2,0.4,0.6,jonesca03
248,Damian Jones,C,27,TOT,38,1,11,1.2,1.9,0.622,0.3,0.4,0.625,0.9,1.5,0.621,0.689,0.6,0.8,0.759,1,1.9,2.9,0.3,0.2,0.5,0.6,1.2,3.3,jonesda03
248,Damian Jones,C,27,LAL,22,1,8,0.9,1.7,0.541,0,0.1,0,0.9,1.5,0.588,0.541,0.7,0.9,0.75,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,jonesda03
248,Damian Jones,C,27,UTA,16,0,15.1,1.6,2.3,0.703,0.6,0.8,0.769,1,1.5,0.667,0.838,0.4,0.6,0.778,1.2,2.3,3.4,0.6,0.3,0.5,0.8,1.9,4.3,jonesda03
249,Derrick Jones Jr.,SF,25,CHI,62,0,13.9,1.8,3.5,0.509,0.4,1.2,0.342,1.4,2.3,0.593,0.567,1,1.3,0.756,0.9,1.4,2.3,0.5,0.5,0.6,0.4,1.3,5,jonesde02
250,Herbert Jones,SF,24,NOP,64,64,29.3,3.5,7.7,0.463,0.9,2.6,0.335,2.7,5.1,0.528,0.519,1.9,2.5,0.761,1.5,2.6,4.1,2.4,1.5,0.6,1.3,3.1,9.8,joneshe01
251,Kai Jones,C,22,CHO,44,0,11.7,1.4,2.5,0.573,0.1,0.3,0.214,1.4,2.2,0.625,0.586,0.4,0.6,0.72,0.8,1.9,2.8,0.3,0.3,0.6,0.7,1.4,3.3,joneska01
252,Tre Jones,PG,23,SAS,65,62,29.2,4.9,10.9,0.453,0.6,2.3,0.28,4.3,8.6,0.499,0.482,2.1,2.5,0.863,0.8,2.7,3.5,6.4,1.4,0.1,1.6,1.5,12.7,jonestr01
253,Tyus Jones,PG,26,MEM,79,22,24.3,3.9,8.9,0.438,1.5,4.1,0.37,2.4,4.8,0.496,0.523,1,1.3,0.8,0.4,2.2,2.5,5.2,1,0.1,0.9,0.4,10.3,jonesty01
254,DeAndre Jordan,C,34,DEN,37,6,14.3,2.2,2.9,0.755,0,0,1,2.1,2.8,0.752,0.759,0.5,1.2,0.435,1.2,3.7,4.9,0.8,0.3,0.6,1.2,1.8,4.9,jordade01
255,Cory Joseph,PG,31,DET,60,2,19.3,2.4,5.5,0.431,1.1,2.7,0.396,1.3,2.7,0.466,0.531,1,1.2,0.803,0.3,1.4,1.7,3.4,0.5,0.2,0.9,1.4,6.7,josepco01
256,Nikola Jović,PF,19,MIA,15,8,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,jovicni01
257,Johnny Juzang,SF,21,UTA,15,0,12.3,1.8,5.3,0.338,0.9,3.6,0.259,0.9,1.7,0.5,0.425,0.1,0.3,0.5,0.3,1.7,2,0.5,0.2,0.2,0.1,0.8,4.7,juzanjo01
258,Mfiondu Kabengele,PF,25,BOS,2,0,7,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,1.5,1,2.5,0,0,0,0.5,1.5,1,kabenmf01
259,Frank Kaminsky,C,29,TOT,35,0,6.2,0.8,1.6,0.5,0.3,0.9,0.4,0.5,0.7,0.615,0.607,0.4,0.5,0.875,0.1,1.2,1.3,0.8,0.2,0.1,0.3,0.6,2.3,kaminfr01
259,Frank Kaminsky,C,29,ATL,26,0,6.8,1,1.7,0.568,0.4,0.9,0.478,0.5,0.8,0.667,0.693,0.4,0.5,0.833,0.1,1.3,1.4,0.8,0.2,0,0.3,0.8,2.7,kaminfr01
259,Frank Kaminsky,C,29,HOU,9,0,4.7,0.3,1.3,0.25,0.1,0.8,0.143,0.2,0.6,0.4,0.292,0.4,0.4,1,0.2,0.9,1.1,0.9,0.1,0.2,0,0.1,1.2,kaminfr01
260,Trevor Keels,SG,19,NYK,3,0,2.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,,0.375,0,0,,0,0.7,0.7,0,0,0,0,0,1,keelstr01
261,Luke Kennard,SG,26,TOT,58,13,22.1,3.1,6.4,0.485,2.2,4.5,0.489,0.9,1.9,0.477,0.657,0.6,0.7,0.949,0.3,2.4,2.7,1.5,0.6,0.1,0.8,1.4,9.1,kennalu01
261,Luke Kennard,SG,26,LAC,35,11,20.7,2.8,6,0.464,1.7,3.8,0.447,1.1,2.3,0.494,0.604,0.5,0.6,0.95,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,kennalu01
261,Luke Kennard,SG,26,MEM,23,2,24.3,3.6,7,0.512,3,5.7,0.531,0.6,1.4,0.438,0.725,0.8,0.8,0.947,0.4,2.7,3.1,2.1,0.6,0,0.7,1.4,11,kennalu01
262,Walker Kessler,C,21,UTA,74,40,23,4,5.6,0.72,0,0,0.333,4,5.6,0.723,0.721,1.1,2.1,0.516,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,kesslwa01
263,Braxton Key,SF,25,DET,3,0,3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0,1.3,keybr01
264,Corey Kispert,SF,23,WAS,72,43,28.4,3.9,7.8,0.496,2.2,5.1,0.421,1.7,2.7,0.635,0.633,0.9,1.1,0.84,0.4,2.3,2.8,1.2,0.4,0.1,0.7,1.3,10.9,kispeco01
265,Maxi Kleber,C,31,DAL,37,5,25.1,2.1,4.6,0.456,1.1,3,0.348,1,1.5,0.667,0.571,0.7,1,0.711,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,klebima01
266,Nathan Knight,PF,25,MIN,36,0,7.9,1.2,2.2,0.564,0.2,0.6,0.364,1,1.6,0.643,0.615,1.1,1.5,0.691,0.6,0.9,1.5,0.4,0.3,0.2,0.5,1,3.7,knighna01
267,Kevin Knox,PF-SF,23,TOT,60,3,14.3,2.2,4.8,0.451,0.9,2.7,0.337,1.2,2.1,0.602,0.547,0.6,0.8,0.761,0.5,2.2,2.7,0.5,0.4,0.2,0.7,1.5,5.8,knoxke01
267,Kevin Knox,PF,23,DET,42,1,14.1,2,4.3,0.469,1,2.8,0.371,1,1.5,0.651,0.589,0.6,0.8,0.788,0.5,2.1,2.6,0.4,0.3,0.3,0.8,1.8,5.6,knoxke01
267,Kevin Knox,SF,23,POR,18,2,14.8,2.5,5.9,0.421,0.7,2.6,0.255,1.8,3.3,0.55,0.477,0.5,0.7,0.692,0.7,2.4,3.1,0.7,0.4,0,0.7,0.9,6.2,knoxke01
268,Christian Koloko,C,22,TOR,56,19,13.8,1.2,2.6,0.469,0,0.2,0.091,1.2,2.4,0.5,0.472,0.6,1,0.632,1.5,1.5,3,0.5,0.3,1,0.4,2.3,3.1,kolokch01
269,John Konchar,SG,26,MEM,70,22,20.4,1.9,4.4,0.427,0.8,2.5,0.343,1,1.9,0.533,0.523,0.4,0.5,0.778,0.8,3.4,4.2,1.3,1,0.3,0.5,1.5,5,konchjo01
270,Furkan Korkmaz,SG,25,PHI,34,0,8.7,1.2,2.7,0.446,0.4,1.1,0.351,0.8,1.6,0.509,0.516,0.7,1,0.706,0.2,0.8,1,0.6,0.2,0.1,0.6,0.4,3.5,korkmfu01
271,Luke Kornet,C,27,BOS,67,0,11.4,1.6,2.3,0.679,0,0.2,0.273,1.5,2.2,0.71,0.689,0.4,0.6,0.811,1.3,1.5,2.8,0.7,0.1,0.7,0.4,1.1,3.7,kornelu01
272,Vit Krejci,PG,22,ATL,28,0,5.2,0.5,1.3,0.417,0.2,0.7,0.25,0.4,0.6,0.625,0.486,0,0.1,0.5,0.2,0.6,0.8,0.5,0.1,0,0.1,0.5,1.3,krejcvi01
273,Jonathan Kuminga,PF,20,GSW,65,16,20.8,3.9,7.4,0.52,0.8,2.2,0.357,3.1,5.2,0.588,0.572,1.3,2,0.638,1,2.4,3.4,1.8,0.6,0.4,1.4,2.4,9.8,kuminjo01
274,Kyle Kuzma,PF,27,WAS,64,64,35,8,17.8,0.448,2.5,7.5,0.333,5.5,10.3,0.533,0.518,2.7,3.7,0.73,0.9,6.4,7.2,3.7,0.6,0.5,3,2.3,21.2,kuzmaky01
